order_id,customer_id,product,region,quarter,year,quantity,unit_price,revenue,sales_rep,channel
O00586,CUST0199,API Credits,LATAM,Q2,2024,34,851.87,28963.58,REP010,Inside Sales
O00587,CUST0067,Enterprise,APAC,Q3,2025,8,1509.69,12077.52,REP022,Partner
O00588,CUST0224,Enterprise,EMEA,Q1,2025,10,1801.4,18014.0,REP003,Partner
O00589,CUST0024,Starter,EMEA,Q2,2023,20,1740.93,34818.6,REP020,Online
O00590,CUST0262,Add-on AI,NA,Q2,2023,19,1845.21,35058.99,REP003,Inside Sales
O00591,CUST0143,Add-on AI,NA,Q4,2023,49,1045.32,51220.68,REP021,Partner
O00592,CUST0030,Enterprise,LATAM,Q2,2023,48,1396.4,67027.2,REP014,Inside Sales
O00593,CUST0002,Pro Plan,NA,Q1,2025,45,1875.56,84400.2,REP012,Partner
O00594,CUST0203,Enterprise,NA,Q2,2025,22,523.81,11523.82,REP001,Online
O00595,CUST0272,Enterprise,NA,Q1,2024,12,711.87,8542.44,REP030,Online
O00596,CUST0290,Add-on AI,NA,Q2,2024,40,468.74,18749.6,REP002,Inside Sales
O00597,CUST0235,Add-on Analytics,EMEA,Q4,2025,45,1108.88,49899.6,REP028,Partner
O00598,CUST0257,Add-on AI,LATAM,Q2,2025,14,2210.93,30953.02,REP022,Partner
O00599,CUST0043,Add-on AI,APAC,Q2,2024,27,2255.31,60893.37,REP021,Direct
O00600,CUST0127,Add-on Analytics,APAC,Q4,2023,26,1164.45,30275.7,REP025,Direct
O00601,CUST0259,Enterprise,EMEA,Q1,2023,13,429.88,5588.44,REP029,Partner
O00602,CUST0261,API Credits,EMEA,Q2,2023,44,1374.38,60472.72,REP012,Partner
O00603,CUST0033,Add-on AI,LATAM,Q4,2025,39,1834.39,71541.21,REP011,Direct
O00604,CUST0023,Add-on Analytics,APAC,Q4,2024,32,994.82,31834.24,REP027,Partner
O00605,CUST0137,Enterprise,NA,Q1,2025,35,1330.48,46566.8,REP020,Partner
O00606,CUST0060,Add-on Analytics,NA,Q4,2025,29,2393.48,69410.92,REP012,Inside Sales
O00607,CUST0255,Enterprise,NA,Q2,2025,45,782.33,35204.85,REP023,Partner
O00608,CUST0205,Add-on AI,LATAM,Q4,2024,24,1755.03,42120.72,REP025,Partner
O00609,CUST0230,Enterprise,APAC,Q3,2025,7,389.0,2723.0,REP020,Partner
O00610,CUST0223,API Credits,NA,Q3,2024,15,1525.74,22886.1,REP025,Inside Sales
O00611,CUST0012,Add-on Analytics,APAC,Q3,2023,38,2161.05,82119.9,REP021,Inside Sales
O00612,CUST0156,Pro Plan,LATAM,Q2,2025,27,1086.48,29334.96,REP019,Inside Sales
O00613,CUST0235,Starter,LATAM,Q4,2023,36,59.43,2139.48,REP009,Online
O00614,CUST0261,Enterprise,APAC,Q3,2024,18,234.41,4219.38,REP004,Inside Sales
O00615,CUST0266,API Credits,APAC,Q4,2023,19,2105.29,40000.51,REP007,Inside Sales
O00616,CUST0274,Pro Plan,APAC,Q1,2024,19,1952.19,37091.61,REP010,Online
O00617,CUST0264,Add-on Analytics,NA,Q1,2025,11,1674.06,18414.66,REP011,Partner
O00618,CUST0235,Pro Plan,LATAM,Q1,2023,11,1026.26,11288.86,REP013,Online
O00619,CUST0274,Starter,APAC,Q1,2023,35,488.9,17111.5,REP017,Direct
O00620,CUST0294,Add-on AI,EMEA,Q2,2023,36,2199.29,79174.44,REP028,Direct
O00621,CUST0277,Add-on AI,EMEA,Q3,2024,20,1683.56,33671.2,REP020,Inside Sales
O00622,CUST0213,Enterprise,NA,Q3,2025,7,1405.66,9839.62,REP005,Inside Sales
O00623,CUST0024,API Credits,APAC,Q3,2023,4,51.55,206.2,REP024,Inside Sales
O00624,CUST0183,API Credits,EMEA,Q4,2023,38,2227.08,84629.04,REP001,Online
O00625,CUST0290,Enterprise,LATAM,Q4,2024,7,1417.0,9919.0,REP018,Online
O00626,CUST0246,API Credits,NA,Q4,2024,37,176.88,6544.56,REP021,Direct
O00627,CUST0018,Pro Plan,NA,Q4,2023,27,2201.56,59442.12,REP021,Partner
O00628,CUST0119,Starter,APAC,Q4,2024,45,351.04,15796.8,REP010,Online
O00629,CUST0202,Add-on Analytics,APAC,Q2,2025,39,2348.45,91589.55,REP022,Online
O00630,CUST0192,Enterprise,APAC,Q4,2025,26,2055.33,53438.58,REP002,Inside Sales
O00631,CUST0177,Add-on AI,LATAM,Q2,2023,8,842.84,6742.72,REP028,Inside Sales
O00632,CUST0095,Enterprise,NA,Q2,2024,28,1931.89,54092.92,REP020,Direct
O00633,CUST0151,Add-on Analytics,NA,Q3,2023,14,2333.08,32663.12,REP009,Inside Sales
O00634,CUST0148,API Credits,APAC,Q3,2024,25,793.76,19844.0,REP012,Partner
O00635,CUST0119,Add-on AI,EMEA,Q4,2024,11,286.15,3147.65,REP011,Direct
O00636,CUST0179,Enterprise,NA,Q4,2023,9,754.3,6788.7,REP006,Direct
O00637,CUST0095,Pro Plan,NA,Q1,2025,16,1016.25,16260.0,REP030,Inside Sales
O00638,CUST0238,Add-on Analytics,EMEA,Q2,2025,10,1601.6,16016.0,REP014,Online
O00639,CUST0165,Add-on AI,APAC,Q2,2025,23,1411.43,32462.89,REP006,Partner
O00640,CUST0072,API Credits,APAC,Q3,2023,44,2112.16,92935.04,REP004,Inside Sales
O00641,CUST0044,Add-on Analytics,NA,Q1,2025,21,1248.67,26222.07,REP002,Online
O00642,CUST0158,Add-on AI,NA,Q1,2025,41,165.55,6787.55,REP009,Inside Sales
O00643,CUST0188,API Credits,EMEA,Q4,2024,18,1205.46,21698.28,REP012,Partner
O00644,CUST0152,Pro Plan,LATAM,Q3,2024,34,1842.91,62658.94,REP004,Online
O00645,CUST0134,Starter,EMEA,Q3,2025,37,1175.68,43500.16,REP002,Online
O00646,CUST0114,Enterprise,NA,Q2,2024,33,1359.07,44849.31,REP017,Partner
O00647,CUST0123,API Credits,EMEA,Q4,2023,5,1736.53,8682.65,REP014,Direct
O00648,CUST0286,Pro Plan,APAC,Q4,2025,35,2229.58,78035.3,REP026,Partner
O00649,CUST0147,Add-on AI,LATAM,Q4,2025,31,530.93,16458.83,REP006,Online
O00650,CUST0157,Add-on Analytics,APAC,Q1,2024,12,349.46,4193.52,REP027,Partner
O00651,CUST0263,Pro Plan,NA,Q3,2025,15,1232.45,18486.75,REP017,Direct
O00652,CUST0150,Starter,LATAM,Q3,2024,44,1222.0,53768.0,REP016,Direct
O00653,CUST0084,Add-on AI,LATAM,Q4,2024,48,978.3,46958.4,REP019,Direct
O00654,CUST0070,Add-on AI,APAC,Q3,2023,14,2043.4,28607.6,REP029,Inside Sales
O00655,CUST0295,Add-on AI,NA,Q4,2024,22,179.01,3938.22,REP023,Direct
O00656,CUST0175,Add-on Analytics,EMEA,Q1,2023,35,1509.16,52820.6,REP019,Direct
O00657,CUST0049,API Credits,NA,Q2,2025,46,883.93,40660.78,REP018,Inside Sales
O00658,CUST0200,Starter,APAC,Q3,2024,11,1643.85,18082.35,REP020,Inside Sales
O00659,CUST0190,Add-on Analytics,APAC,Q3,2024,11,1424.55,15670.05,REP021,Online
O00660,CUST0027,Enterprise,EMEA,Q2,2025,48,322.35,15472.8,REP003,Inside Sales
O00661,CUST0038,Enterprise,APAC,Q4,2025,35,1542.55,53989.25,REP017,Partner
O00662,CUST0169,Add-on AI,APAC,Q4,2023,30,85.25,2557.5,REP030,Online
O00663,CUST0106,Add-on Analytics,LATAM,Q3,2023,18,1997.27,35950.86,REP025,Partner
O00664,CUST0112,API Credits,NA,Q4,2025,7,253.35,1773.45,REP007,Online
O00665,CUST0296,Enterprise,LATAM,Q4,2025,8,1949.63,15597.04,REP027,Direct
O00666,CUST0012,API Credits,EMEA,Q3,2024,37,77.82,2879.34,REP027,Direct
O00667,CUST0162,Enterprise,LATAM,Q4,2024,37,165.14,6110.18,REP030,Inside Sales
O00668,CUST0161,API Credits,NA,Q2,2023,24,269.1,6458.4,REP025,Inside Sales
O00669,CUST0203,Pro Plan,NA,Q1,2025,21,528.14,11090.94,REP004,Partner
O00670,CUST0273,Enterprise,LATAM,Q1,2023,16,2398.39,38374.24,REP010,Partner
O00671,CUST0219,Pro Plan,NA,Q3,2024,8,646.21,5169.68,REP023,Online
O00672,CUST0146,Starter,NA,Q1,2025,46,351.39,16163.94,REP029,Partner
O00673,CUST0206,Pro Plan,APAC,Q3,2023,46,1179.54,54258.84,REP030,Inside Sales
O00674,CUST0226,Pro Plan,EMEA,Q2,2024,49,1035.04,50716.96,REP023,Online
O00675,CUST0124,Add-on AI,NA,Q4,2025,16,562.02,8992.32,REP023,Direct
O00676,CUST0221,Pro Plan,APAC,Q3,2025,21,2439.8,51235.8,REP021,Online
O00677,CUST0172,Add-on Analytics,LATAM,Q4,2025,16,260.57,4169.12,REP008,Inside Sales
O00678,CUST0060,Pro Plan,LATAM,Q2,2024,23,1985.14,45658.22,REP010,Partner
O00679,CUST0069,Add-on AI,EMEA,Q4,2025,40,154.34,6173.6,REP016,Inside Sales
O00680,CUST0279,Add-on AI,LATAM,Q2,2024,2,2145.39,4290.78,REP025,Inside Sales
O00681,CUST0152,Enterprise,NA,Q4,2023,22,2289.58,50370.76,REP013,Online
O00682,CUST0040,Pro Plan,NA,Q3,2023,46,1723.25,79269.5,REP020,Inside Sales
O00683,CUST0154,Add-on Analytics,APAC,Q3,2025,14,870.17,12182.38,REP002,Online
O00684,CUST0280,Pro Plan,EMEA,Q1,2023,13,1689.73,21966.49,REP016,Partner
O00685,CUST0107,Add-on Analytics,EMEA,Q1,2024,10,1242.19,12421.9,REP030,Direct
O00686,CUST0233,Pro Plan,EMEA,Q3,2025,17,1707.26,29023.42,REP019,Online
O00687,CUST0023,Add-on Analytics,LATAM,Q2,2023,37,1058.82,39176.34,REP013,Online
O00688,CUST0275,Starter,LATAM,Q1,2025,12,474.18,5690.16,REP025,Online
O00689,CUST0122,Starter,LATAM,Q3,2024,8,2146.41,17171.28,REP005,Inside Sales
O00690,CUST0011,API Credits,LATAM,Q1,2024,18,2226.25,40072.5,REP026,Direct
O00691,CUST0018,Enterprise,APAC,Q1,2024,18,1950.37,35106.66,REP007,Direct
O00692,CUST0184,Add-on AI,EMEA,Q4,2023,36,1201.24,43244.64,REP024,Partner
O00693,CUST0231,Pro Plan,APAC,Q2,2024,19,1914.4,36373.6,REP004,Partner
O00694,CUST0058,Starter,EMEA,Q1,2025,1,1575.59,1575.59,REP017,Inside Sales
O00695,CUST0069,Starter,APAC,Q1,2023,35,362.9,12701.5,REP026,Partner
O00696,CUST0088,Enterprise,NA,Q1,2024,5,1655.26,8276.3,REP020,Direct
O00697,CUST0138,Starter,NA,Q3,2024,30,378.18,11345.4,REP001,Direct
O00698,CUST0140,Pro Plan,EMEA,Q4,2025,38,2105.22,79998.36,REP006,Online
O00699,CUST0031,Add-on AI,LATAM,Q3,2023,36,1625.95,58534.2,REP023,Online
O00700,CUST0142,Add-on AI,LATAM,Q1,2025,10,403.29,4032.9,REP001,Inside Sales
O00701,CUST0295,Add-on Analytics,EMEA,Q2,2025,25,2458.26,61456.5,REP006,Partner
O00702,CUST0074,Enterprise,APAC,Q3,2023,32,2112.86,67611.52,REP001,Online
O00703,CUST0274,Add-on AI,NA,Q2,2023,27,294.21,7943.67,REP002,Partner
O00704,CUST0196,Enterprise,NA,Q3,2024,34,1107.47,37653.98,REP016,Direct
O00705,CUST0087,Pro Plan,EMEA,Q2,2025,26,1149.19,29878.94,REP025,Direct
O00706,CUST0122,Add-on Analytics,LATAM,Q1,2025,22,1959.61,43111.42,REP024,Partner
O00707,CUST0279,Add-on AI,NA,Q1,2025,24,531.65,12759.6,REP001,Online
O00708,CUST0031,Pro Plan,LATAM,Q4,2024,39,816.82,31855.98,REP008,Partner
O00709,CUST0237,Enterprise,LATAM,Q3,2025,1,113.69,113.69,REP003,Partner
O00710,CUST0048,Pro Plan,EMEA,Q1,2025,29,470.58,13646.82,REP018,Inside Sales
O00711,CUST0039,API Credits,LATAM,Q1,2025,33,1207.9,39860.7,REP016,Partner
O00712,CUST0130,Starter,APAC,Q2,2023,2,2020.45,4040.9,REP024,Inside Sales
O00713,CUST0281,Pro Plan,LATAM,Q1,2024,8,1445.22,11561.76,REP027,Direct
O00714,CUST0028,Enterprise,EMEA,Q4,2024,20,649.95,12999.0,REP025,Online
O00715,CUST0048,API Credits,LATAM,Q3,2023,12,933.34,11200.08,REP001,Partner
O00716,CUST0139,Pro Plan,EMEA,Q3,2023,14,2282.86,31960.04,REP024,Direct
O00717,CUST0243,Enterprise,LATAM,Q3,2024,48,2067.07,99219.36,REP020,Direct
O00718,CUST0181,Starter,NA,Q2,2025,12,1080.63,12967.56,REP008,Partner
O00719,CUST0154,API Credits,NA,Q4,2024,6,1646.29,9877.74,REP022,Partner
O00720,CUST0277,Starter,NA,Q3,2024,45,929.77,41839.65,REP013,Direct
O00721,CUST0057,Starter,NA,Q2,2023,7,1458.68,10210.76,REP006,Inside Sales
O00722,CUST0275,Add-on Analytics,APAC,Q4,2025,19,1844.64,35048.16,REP016,Inside Sales
O00723,CUST0031,Pro Plan,APAC,Q4,2023,14,1185.84,16601.76,REP010,Inside Sales
O00724,CUST0225,API Credits,NA,Q3,2023,33,1885.54,62222.82,REP019,Direct
O00725,CUST0291,Enterprise,NA,Q1,2024,19,1568.29,29797.51,REP014,Online
O00726,CUST0271,Enterprise,LATAM,Q1,2023,26,1449.64,37690.64,REP020,Partner
O00727,CUST0138,Add-on AI,LATAM,Q2,2024,15,732.58,10988.7,REP009,Inside Sales
O00728,CUST0294,Add-on AI,LATAM,Q1,2025,11,337.31,3710.41,REP011,Online
O00729,CUST0005,Enterprise,NA,Q4,2023,10,1800.32,18003.2,REP006,Partner
O00730,CUST0008,Starter,APAC,Q4,2025,48,413.54,19849.92,REP001,Partner
O00731,CUST0281,Add-on AI,LATAM,Q2,2023,4,100.52,402.08,REP008,Online
O00732,CUST0003,Pro Plan,NA,Q4,2024,16,1504.67,24074.72,REP004,Online
O00733,CUST0048,Add-on Analytics,EMEA,Q1,2024,1,106.7,106.7,REP027,Partner
O00734,CUST0234,API Credits,LATAM,Q2,2025,32,543.78,17400.96,REP024,Direct
O00735,CUST0173,Starter,NA,Q4,2023,35,1998.13,69934.55,REP028,Inside Sales
O00736,CUST0026,Pro Plan,APAC,Q4,2024,25,650.11,16252.75,REP022,Partner
O00737,CUST0126,Add-on Analytics,NA,Q2,2024,8,2231.28,17850.24,REP030,Direct
O00738,CUST0285,API Credits,APAC,Q1,2024,6,1672.27,10033.62,REP023,Online
O00739,CUST0159,Enterprise,NA,Q3,2025,10,1910.11,19101.1,REP007,Online
O00740,CUST0123,Starter,LATAM,Q1,2023,24,548.46,13163.04,REP014,Direct
O00741,CUST0129,Starter,APAC,Q4,2024,25,2361.45,59036.25,REP028,Inside Sales
O00742,CUST0049,Pro Plan,EMEA,Q4,2024,10,1804.48,18044.8,REP009,Direct
O00743,CUST0047,API Credits,EMEA,Q2,2025,50,1370.73,68536.5,REP030,Partner
O00744,CUST0148,Pro Plan,EMEA,Q2,2025,29,1511.34,43828.86,REP029,Inside Sales
O00745,CUST0036,Add-on Analytics,APAC,Q2,2023,34,899.29,30575.86,REP023,Online
O00746,CUST0184,API Credits,EMEA,Q2,2024,15,1984.69,29770.35,REP014,Online
O00747,CUST0009,Pro Plan,APAC,Q2,2023,23,2489.58,57260.34,REP003,Partner
O00748,CUST0170,Pro Plan,NA,Q1,2025,9,1401.57,12614.13,REP022,Inside Sales
O00749,CUST0168,Starter,NA,Q1,2025,12,1976.44,23717.28,REP010,Inside Sales
O00750,CUST0089,Enterprise,NA,Q1,2023,4,1188.39,4753.56,REP009,Inside Sales
O00751,CUST0288,Enterprise,EMEA,Q4,2023,4,258.87,1035.48,REP015,Direct
O00752,CUST0090,Enterprise,EMEA,Q1,2023,47,2203.5,103564.5,REP019,Inside Sales
O00753,CUST0136,Add-on AI,APAC,Q1,2024,6,356.48,2138.88,REP001,Inside Sales
O00754,CUST0133,Starter,LATAM,Q4,2024,49,846.5,41478.5,REP024,Direct
O00755,CUST0226,Add-on Analytics,EMEA,Q3,2025,12,2239.89,26878.68,REP028,Online
O00756,CUST0171,Enterprise,NA,Q4,2023,7,1574.0,11018.0,REP012,Inside Sales
O00757,CUST0077,Starter,EMEA,Q2,2025,20,1254.95,25099.0,REP012,Inside Sales
O00758,CUST0084,Starter,NA,Q1,2024,27,1360.16,36724.32,REP024,Partner
O00759,CUST0002,Add-on AI,LATAM,Q4,2025,12,1015.89,12190.68,REP028,Inside Sales
O00760,CUST0079,Enterprise,APAC,Q4,2024,45,1968.77,88594.65,REP003,Inside Sales
O00761,CUST0139,Add-on AI,APAC,Q4,2025,29,1301.06,37730.74,REP016,Inside Sales
O00762,CUST0107,Starter,NA,Q1,2025,11,1466.54,16131.94,REP002,Inside Sales
O00763,CUST0248,Starter,EMEA,Q1,2025,20,1276.47,25529.4,REP005,Partner
O00764,CUST0158,API Credits,LATAM,Q3,2024,14,803.62,11250.68,REP029,Inside Sales
O00765,CUST0222,Starter,APAC,Q2,2023,10,262.86,2628.6,REP006,Online
O00766,CUST0205,API Credits,APAC,Q3,2025,12,92.12,1105.44,REP026,Online
O00767,CUST0253,Enterprise,NA,Q1,2023,7,1692.92,11850.44,REP017,Partner
O00768,CUST0220,Enterprise,APAC,Q4,2023,1,2150.08,2150.08,REP008,Online
O00769,CUST0034,Add-on AI,APAC,Q3,2025,33,2025.41,66838.53,REP019,Inside Sales
O00770,CUST0010,Starter,NA,Q1,2024,26,686.19,17840.94,REP027,Direct
O00771,CUST0190,Starter,EMEA,Q1,2023,6,444.44,2666.64,REP022,Online
O00772,CUST0016,Pro Plan,LATAM,Q1,2025,12,655.48,7865.76,REP002,Online
O00773,CUST0052,API Credits,LATAM,Q4,2023,16,1266.84,20269.44,REP002,Direct
O00774,CUST0104,Pro Plan,LATAM,Q2,2023,4,2498.78,9995.12,REP018,Direct
O00775,CUST0007,Enterprise,APAC,Q1,2023,18,129.46,2330.28,REP030,Inside Sales
O00776,CUST0255,API Credits,NA,Q1,2023,7,1888.02,13216.14,REP019,Inside Sales
O00777,CUST0199,Enterprise,APAC,Q4,2023,50,1885.58,94279.0,REP022,Direct
O00778,CUST0239,Add-on AI,APAC,Q3,2023,38,1637.63,62229.94,REP028,Online
O00779,CUST0225,Starter,EMEA,Q1,2025,8,238.75,1910.0,REP011,Partner
O00780,CUST0286,Add-on AI,LATAM,Q1,2023,31,2310.43,71623.33,REP017,Direct
O00781,CUST0029,API Credits,EMEA,Q4,2023,50,1196.56,59828.0,REP015,Direct
O00782,CUST0263,Pro Plan,LATAM,Q4,2023,28,117.35,3285.8,REP027,Partner
O00783,CUST0197,Starter,LATAM,Q2,2023,44,1509.52,66418.88,REP016,Direct
O00784,CUST0021,Add-on Analytics,LATAM,Q2,2024,22,2101.88,46241.36,REP018,Direct
O00785,CUST0282,Starter,APAC,Q1,2023,19,1390.22,26414.18,REP015,Direct
O00786,CUST0151,Enterprise,EMEA,Q1,2023,42,679.39,28534.38,REP007,Inside Sales
O00787,CUST0020,Add-on Analytics,LATAM,Q2,2023,8,1007.22,8057.76,REP018,Online
O00788,CUST0011,Add-on Analytics,LATAM,Q4,2024,26,1682.64,43748.64,REP022,Online
O00789,CUST0126,Add-on AI,APAC,Q1,2024,40,1740.73,69629.2,REP023,Partner
O00790,CUST0209,Starter,EMEA,Q1,2024,4,1852.71,7410.84,REP013,Direct
O00791,CUST0187,Pro Plan,APAC,Q1,2024,1,583.08,583.08,REP029,Partner
O00792,CUST0058,Add-on AI,EMEA,Q3,2023,45,1882.74,84723.3,REP019,Partner
O00793,CUST0113,Pro Plan,NA,Q3,2025,19,1283.3,24382.7,REP010,Direct
O00794,CUST0162,Enterprise,NA,Q4,2025,5,2044.42,10222.1,REP005,Direct
O00795,CUST0187,API Credits,LATAM,Q3,2023,25,1216.86,30421.5,REP023,Online
O00796,CUST0169,Enterprise,APAC,Q4,2025,16,616.17,9858.72,REP018,Direct
O00797,CUST0061,Starter,LATAM,Q1,2023,21,91.84,1928.64,REP014,Online
O00798,CUST0300,Add-on Analytics,NA,Q2,2024,33,2059.64,67968.12,REP011,Inside Sales
O00799,CUST0057,Enterprise,NA,Q2,2025,22,836.33,18399.26,REP029,Inside Sales
O00800,CUST0191,Add-on AI,LATAM,Q4,2024,7,378.27,2647.89,REP017,Direct
O00801,CUST0024,API Credits,LATAM,Q3,2024,17,429.17,7295.89,REP006,Partner
O00802,CUST0150,Add-on Analytics,APAC,Q4,2023,10,774.31,7743.1,REP025,Online
O00803,CUST0184,Pro Plan,LATAM,Q4,2024,30,396.3,11889.0,REP004,Direct
O00804,CUST0238,Pro Plan,APAC,Q4,2023,4,2075.93,8303.72,REP013,Online
O00805,CUST0247,API Credits,NA,Q4,2025,42,1893.96,79546.32,REP007,Direct
O00806,CUST0272,Pro Plan,EMEA,Q4,2024,20,2447.82,48956.4,REP029,Inside Sales
O00807,CUST0167,API Credits,LATAM,Q3,2023,20,1282.97,25659.4,REP022,Partner
O00808,CUST0171,Starter,LATAM,Q4,2023,11,1428.43,15712.73,REP022,Inside Sales
O00809,CUST0154,Pro Plan,LATAM,Q2,2024,12,1409.75,16917.0,REP014,Inside Sales
O00810,CUST0194,API Credits,EMEA,Q3,2023,1,1141.03,1141.03,REP005,Inside Sales
O00811,CUST0107,API Credits,LATAM,Q1,2025,14,2360.54,33047.56,REP016,Inside Sales
O00812,CUST0271,Add-on Analytics,LATAM,Q2,2024,39,357.18,13930.02,REP020,Direct
O00813,CUST0135,Add-on AI,LATAM,Q4,2025,45,124.01,5580.45,REP019,Partner
O00814,CUST0190,Enterprise,APAC,Q2,2023,45,869.79,39140.55,REP001,Online
O00815,CUST0075,Add-on Analytics,EMEA,Q1,2025,34,2361.8,80301.2,REP019,Inside Sales
O00816,CUST0220,Starter,NA,Q1,2024,39,2141.7,83526.3,REP011,Partner
O00817,CUST0243,Add-on AI,LATAM,Q3,2024,29,191.54,5554.66,REP016,Online
O00818,CUST0040,Add-on AI,NA,Q3,2024,11,1119.02,12309.22,REP008,Online
O00819,CUST0207,API Credits,EMEA,Q2,2023,31,564.64,17503.84,REP015,Partner
O00820,CUST0076,Add-on Analytics,NA,Q2,2023,46,481.36,22142.56,REP004,Direct
O00821,CUST0219,Add-on AI,NA,Q4,2024,42,2223.17,93373.14,REP016,Direct
O00822,CUST0081,Add-on AI,APAC,Q4,2023,4,1959.62,7838.48,REP004,Online
O00823,CUST0120,Pro Plan,APAC,Q3,2025,26,1463.95,38062.7,REP006,Direct
O00824,CUST0092,Enterprise,NA,Q4,2025,1,557.96,557.96,REP029,Partner
O00825,CUST0137,Enterprise,LATAM,Q4,2025,36,84.09,3027.24,REP009,Inside Sales
O00826,CUST0037,Add-on Analytics,LATAM,Q1,2023,28,1388.6,38880.8,REP029,Direct
O00827,CUST0229,Pro Plan,APAC,Q2,2023,26,2313.43,60149.18,REP022,Direct
O00828,CUST0095,Add-on Analytics,LATAM,Q1,2024,38,535.8,20360.4,REP006,Online
O00829,CUST0058,Add-on Analytics,EMEA,Q3,2024,37,598.5,22144.5,REP019,Online
O00830,CUST0003,Add-on AI,EMEA,Q4,2024,16,2293.91,36702.56,REP019,Direct
O00831,CUST0180,Add-on AI,APAC,Q4,2024,17,199.12,3385.04,REP004,Partner
O00832,CUST0253,Enterprise,NA,Q2,2023,30,1766.75,53002.5,REP006,Direct
O00833,CUST0153,Add-on AI,LATAM,Q4,2023,23,1647.93,37902.39,REP002,Partner
O00834,CUST0170,Enterprise,LATAM,Q4,2025,27,1158.78,31287.06,REP028,Partner
O00835,CUST0136,Add-on AI,APAC,Q3,2024,14,1490.87,20872.18,REP001,Inside Sales
O00836,CUST0002,Add-on Analytics,LATAM,Q1,2025,35,1115.38,39038.3,REP012,Inside Sales
O00837,CUST0053,Add-on AI,EMEA,Q1,2023,3,1386.82,4160.46,REP020,Direct
O00838,CUST0191,Starter,EMEA,Q2,2023,50,240.5,12025.0,REP020,Direct
O00839,CUST0018,Add-on AI,EMEA,Q3,2024,35,1452.43,50835.05,REP006,Partner
O00840,CUST0004,Enterprise,EMEA,Q3,2023,16,555.41,8886.56,REP012,Direct
O00841,CUST0170,Starter,NA,Q1,2023,24,2269.38,54465.12,REP004,Partner
O00842,CUST0018,Enterprise,LATAM,Q3,2024,22,2000.73,44016.06,REP019,Online
O00843,CUST0126,Enterprise,EMEA,Q2,2025,13,1899.88,24698.44,REP010,Partner
O00844,CUST0004,Add-on AI,NA,Q4,2023,38,1095.55,41630.9,REP012,Partner
O00845,CUST0047,Enterprise,NA,Q1,2023,18,1894.01,34092.18,REP015,Online
O00846,CUST0069,Pro Plan,NA,Q4,2024,40,1522.8,60912.0,REP005,Partner
O00847,CUST0236,Starter,APAC,Q4,2024,13,234.37,3046.81,REP009,Partner
O00848,CUST0138,API Credits,NA,Q1,2023,25,496.52,12413.0,REP019,Partner
O00849,CUST0051,Add-on AI,EMEA,Q4,2024,40,2465.66,98626.4,REP006,Inside Sales
O00850,CUST0247,Starter,EMEA,Q4,2023,45,611.25,27506.25,REP024,Inside Sales
O00851,CUST0078,API Credits,LATAM,Q2,2024,18,1209.96,21779.28,REP009,Inside Sales
O00852,CUST0218,Pro Plan,LATAM,Q1,2023,45,112.24,5050.8,REP026,Partner
O00853,CUST0273,Starter,APAC,Q1,2023,37,1503.07,55613.59,REP028,Partner
O00854,CUST0055,Pro Plan,APAC,Q3,2023,13,457.23,5943.99,REP023,Partner
O00855,CUST0139,Enterprise,EMEA,Q3,2024,1,828.6,828.6,REP004,Direct
O00856,CUST0265,Add-on Analytics,LATAM,Q3,2023,43,2111.22,90782.46,REP030,Inside Sales
O00857,CUST0065,Starter,APAC,Q2,2024,30,1533.39,46001.7,REP028,Partner
O00858,CUST0131,API Credits,APAC,Q2,2023,33,1385.88,45734.04,REP023,Direct
O00859,CUST0278,Add-on Analytics,LATAM,Q2,2025,1,791.15,791.15,REP002,Inside Sales
O00860,CUST0102,Enterprise,EMEA,Q4,2025,25,2082.31,52057.75,REP025,Partner
O00861,CUST0030,Enterprise,APAC,Q4,2024,7,927.02,6489.14,REP015,Online
O00862,CUST0171,API Credits,APAC,Q4,2024,4,2214.38,8857.52,REP024,Partner
O00863,CUST0245,Enterprise,LATAM,Q2,2024,45,1121.25,50456.25,REP026,Partner
O00864,CUST0247,Enterprise,EMEA,Q1,2025,33,702.01,23166.33,REP012,Online
O00865,CUST0042,Add-on AI,LATAM,Q2,2025,21,1855.93,38974.53,REP006,Partner
O00866,CUST0055,Add-on AI,EMEA,Q2,2023,23,71.13,1635.99,REP012,Inside Sales
O00867,CUST0211,Enterprise,APAC,Q2,2024,29,471.65,13677.85,REP029,Partner
O00868,CUST0126,Starter,NA,Q1,2023,11,1992.65,21919.15,REP010,Partner
O00869,CUST0214,Add-on Analytics,EMEA,Q1,2023,39,1770.31,69042.09,REP027,Inside Sales
O00870,CUST0135,Starter,NA,Q1,2023,27,1026.33,27710.91,REP019,Online
O00871,CUST0146,API Credits,NA,Q4,2023,12,213.55,2562.6,REP001,Partner
O00872,CUST0295,Enterprise,EMEA,Q1,2023,48,1912.63,91806.24,REP012,Partner
O00873,CUST0238,Pro Plan,NA,Q2,2023,11,779.8,8577.8,REP019,Partner
O00874,CUST0011,Add-on AI,EMEA,Q4,2023,45,164.6,7407.0,REP015,Inside Sales
O00875,CUST0057,API Credits,LATAM,Q1,2024,26,738.42,19198.92,REP027,Direct
O00876,CUST0112,API Credits,APAC,Q4,2024,9,1007.76,9069.84,REP001,Direct
O00877,CUST0139,Add-on Analytics,NA,Q3,2023,30,474.99,14249.7,REP015,Inside Sales
